Protein,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10
B9J08_000676,ASXH domain-containing protein,0.0411397430859818,ASXH domain-containing protein [0.0411] | Expressed protein [0.0329] | Similar to [0.0265] | Transcription initiation factor TFIID subunit 8 [0.0256] | SET domain-containing protein [0.0230] | Hypothetical_protein [0.0141] | Mitochondrial import inner membrane translocase subunit TIM54 [0.0123] | Related to NADH-ubiquinone oxidoreductase B22 subunit [0.0065] | NADH-ubiquinone oxidoreductase [0.0050] | Mitochondrial import inner membrane translocase subunit TIM50 [0.0049]
B9J08_000702,RTT105 (Y,0.0871476724651793,RTT105 (Y [0.0871] | RPA_interact_N domain-containing protein [0.0800] | BRD4_CDT domain-containing protein [0.0146] | Coiled-coil domain-containing protein 25 [0.0116] | Importin subunit alpha-2 [0.0108] | Snf7-domain-containing protein [0.0097] | Regulator of rDNA transcription 14 [0.0092] | RTT105-like protein [0.0082] | Importin subunit alpha-7 [0.0075] | Anaphase-promoting complex subunit 15 [0.0068]
B9J08_000712,Ras-GAP domain-containing protein,0.0696771580927177,Ras-GAP domain-containing protein [0.0697] | Ras-GEF domain-containing protein [0.0546] | WD_REPEATS_REGION domain-containing protein [0.0466] | CUE domain-containing protein [0.0178] | C2H2-type domain-containing protein [0.0136] | WD40 repeat-like protein [0.0082] | GTPase-activating protein [0.0072] | Ral GTPase-activating protein subunit alpha-2 [0.0070] | GTPase-activating protein and VPS9 domain-containing protein 1 [0.0047] | Ral GTPase-activating protein subunit beta [0.0039]
B9J08_000724,Secreted protein,0.0434214189718833,Secreted protein [0.0434] | (pine wood nematode) hypothetical protein [0.0211] | Secreted phosphoprotein 24 [0.0138] | Hypothetical_protein [0.0124] | M96 mating-specific protein family [0.0082] | Secreted phosphoprotein 1 [0.0080] | Pentatricopeptide repeat-containing protein [0.0066] | Hypothetical_protein_-_conserved [0.0049] | Hypothetical_protein_conserved [0.0032] | Late embryogenesis abundant protein [0.0031]
B9J08_000730,(pine wood nematode) hypothetical protein,0.0534473833336254,"(pine wood nematode) hypothetical protein [0.0534] | GLTSCR1 domain-containing protein [0.0317] | Hypothetical_protein [0.0260] | Swi3 domain-containing protein [0.0129] | Expressed conserved protein [0.0090] | Podospora anserina S mat+ genomic DNA chromosome 7, supercontig 1 [0.0068] | Expressed protein [0.0065] | WGS project CCBQ000000000 data, contig 00015 [0.0065] | WGS project CCBQ000000000 data, contig 00106 [0.0057] | Podospora anserina S mat+ genomic DNA chromosome 1, supercontig 1 [0.0039]"
B9J08_000783,RING-type domain-containing protein,0.0626269819299089,"RING-type domain-containing protein [0.0626] | TPR_REGION domain-containing protein [0.0511] | Rab3 GTPase-activating protein catalytic subunit [0.0447] | EF-hand domain-containing protein [0.0198] | (thale cress) hypothetical protein [0.0193] | Protein kinase domain-containing protein [0.0187] | Tetratricopeptide repeat-like superfamily protein [0.0131] | Myosin heavy chain, striated muscle [0.0051] | Tetratricopeptide-like helical domain containing protein [0.0041] | Tetratricopeptide-like helical [0.0041]"
B9J08_000799,Ras-associating domain-containing protein,0.1426899806268612,Ras-associating domain-containing protein [0.1427] | Response regulatory domain-containing protein [0.1090] | ULP_PROTEASE domain-containing protein [0.1051] | DNA helicase [0.0373] | Protein kinase domain-containing protein [0.0320] | DNA_mis_repair domain-containing protein [0.0247] | Ubiquitinyl hydrolase 1 [0.0178] | AAA domain-containing protein [0.0122] | Response regulator [0.0080] | Response regulator receiver domain-containing protein [0.0034]
B9J08_000806,DUF3137 domain-containing protein,0.0484944734465063,"DUF3137 domain-containing protein [0.0485] | Endoplasmic reticulum-Golgi intermediate compartment protein 2 [0.0257] | Endoplasmic reticulum vesicle transporter family protein [0.0227] | Endoplasmic reticulum aminopeptidase 2 [0.0207] | Endoplasmic reticulum-resident kdel protein [0.0185] | Endoplasmic reticulum vesicle transporter protein [0.0179] | Transmembrane protein, [0.0152] | Endoplasmic reticulum vesicle transporter [0.0145] | DUF4097 domain-containing protein [0.0132] | DUF3421 domain-containing protein [0.0121]"
B9J08_000807,Bud-site selection protein,0.026495200804084,"Bud-site selection protein [0.0265] | BUD22 domain-containing protein [0.0145] | Similar to [0.0107] | Podospora anserina S mat+ genomic DNA chromosome 7, supercontig 1 [0.0091] | Coiled-coil domain-containing protein [0.0088] | Protein PRRC2C [0.0053] | Podospora anserina S mat+ genomic DNA chromosome 3, supercontig 2 [0.0047] | Podospora anserina S mat+ genomic DNA chromosome 2, supercontig 2 [0.0045] | Protein PRRC2C-like [0.0043] | Coiled-coil domain-containing protein 9 [0.0042]"
B9J08_000817,NAM-associated domain-containing protein,0.082233340571057,NAM-associated domain-containing protein [0.0822] | Hypothetical protein [0.0303] | Meiosis protein 5 homolog [0.0281] | Nkap_C domain-containing protein [0.0249] | Hypothetical_protein [0.0172] | (pine wood nematode) hypothetical protein [0.0117] | Pre-mRNA-splicing factor SLU7 [0.0091] | Meiosis protein 5 [0.0049] | Hypothetical_protein_-_conserved [0.0028] | Anaphase-promoting complex subunit 11 [0.0020]
B9J08_000824,Secreted protein,0.0797285833297664,Secreted protein [0.0797] | Hyphal wall protein 1 [0.0280] | Flo11 domain-containing protein [0.0147] | Protein KRE1 [0.0141] | Protein DSE2 [0.0137] | Hyphal wall protein [0.0100] | Extracellular proline-serine rich protein [0.0073] | Cell wall protein [0.0068] | Flocculin [0.0063] | Cell wall protein DAN4 [0.0049]
B9J08_000830,Hypothetical protein,0.035462620696257,"Hypothetical protein [0.0355] | Nucleoporin_N domain-containing protein [0.0331] | Ribosome biogenesis protein RPF2 homolog [0.0172] | CNH domain-containing protein [0.0168] | Hypothetical_protein [0.0160] | Protein kinase domain-containing protein [0.0157] | Vps16_N domain-containing protein [0.0112] | Ribosome biogenesis protein NSA1 [0.0093] | Serine/threonine protein kinase [0.0043] | Zinc finger, CCHC-type [0.0042]"
B9J08_000834,Hypothetical_protein,0.0956244027734983,Hypothetical_protein [0.0956] | Protein MNN4 [0.0420] | UBX domain-containing protein [0.0211] | Hypothetical protein [0.0158] | (pine wood nematode) hypothetical protein [0.0145] | Regulator of nonsense transcripts 2 [0.0098] | DnaJ domain-containing protein [0.0062] | Cell division cycle and apoptosis regulator protein 1 [0.0051] | Cell division cycle protein [0.0039] | DnaJ domain protein [0.0037]
B9J08_000846,Hypothetical protein,0.0389748778016567,"Hypothetical protein [0.0390] | ATP synthase-coupling factor 6, mitochondrial [0.0244] | Tick transposon [0.0149] | Cytochrome c oxidase subunit [0.0081] | Transforming growth factor beta regulator 1 [0.0054] | 39S ribosomal protein L39, mitochondrial [0.0049] | Cytochrome c oxidase subunit 4, mitochondrial [0.0047] | 39S ribosomal protein L41, mitochondrial [0.0040] | Cytochrome c oxidase subunit 4 [0.0037] | Cytochrome c oxidase subunit Vb [0.0035]"
B9J08_000859,Flocculation protein FLO11,0.1620616529502164,Flocculation protein FLO11 [0.1621] | Flocculation protein FLO11-like [0.1543] | PA14 domain-containing protein [0.0274] | SEA domain-containing protein [0.0242] | Mucin-5AC-like [0.0223] | Flocculation protein FLO10 [0.0149] | Flocculation protein FLO9 [0.0145] | Mucin-2-like [0.0126] | WSC domain-containing protein [0.0093] | Mucin-5AC [0.0075]
B9J08_000890,Infection structure specific protein,0.1329563013526846,Infection structure specific protein [0.1330] | Hemagglutinin [0.0725] | Egg protein [0.0404] | Secreted protein [0.0364] | Fibroin [0.0232] | Hypothetical_protein [0.0204] | Fibroin heavy chain [0.0152] | Fibroin 1 [0.0121] | Hemagglutinin-like protein [0.0108] | Hemagglutinin-related protein [0.0102]
B9J08_000891,Integrase_SAM-like_N domain-containing protein,0.1667700097873174,Integrase_SAM-like_N domain-containing protein [0.1668] | Reverse transcriptase domain-containing protein [0.0494] | Transposase [0.0331] | Retrovirus-related Pol polyprotein from transposon TNT 1-94 [0.0287] | Integrase catalytic domain-containing protein [0.0249] | Retrotrans_gag domain-containing protein [0.0226] | Reverse transcriptase [0.0182] | DDE_Tnp_ISL3 domain-containing protein [0.0161] | DUF1758 domain-containing protein [0.0154] | Integrase [0.0151]
B9J08_000892,Secreted protein,0.1326536015992905,"Secreted protein [0.1327] | Infection structure specific protein [0.0513] | GPI anchored protein [0.0328] | Fibroin heavy chain [0.0239] | Sericin-1-like [0.0162] | Sericin-1 [0.0154] | GPI anchored protein, [0.0111] | Sericin-2 [0.0104] | Cell wall protein [0.0098] | GPI-anchored protein [0.0029]"
B9J08_000906,Hypothetical protein,0.0419703399089742,"Hypothetical protein [0.0420] | Phage protein [0.0234] | DH domain-containing protein [0.0217] | Phasin family protein [0.0200] | Phasin_2 domain-containing protein [0.0126] | Type I site-specific deoxyribonuclease [0.0082] | Toxin-antitoxin system, antitoxin component, ribbon-helix-helix domain protein [0.0076] | Hypothetical phage protein [0.0061] | NAD-glutamate dehydrogenase [0.0055] | Exocyst complex component Sec8 [0.0037]"
B9J08_000911,Mating factor alpha,0.0371462588186609,Mating factor alpha [0.0371] | Pheromone-processing carboxypeptidase KEX1 [0.0256] | Expressed conserved protein [0.0232] | Similar to [0.0205] | Secreted phosphoprotein 1 [0.0195] | Expressed protein [0.0186] | Inhibitor_I29 domain-containing protein [0.0149] | Pheromone-processing carboxypeptidase kex1 [0.0089] | Pheromone-processing carboxypeptidase KEX1-like [0.0056] | Mating-induced protein a-1 [0.0051]
B9J08_000919,GPI-anchored protein,0.1586656735350159,"GPI-anchored protein [0.1587] | GPI-anchor transamidase [0.1508] | GPI anchored protein [0.1310] | Gpi anchored protein [0.0341] | GPI-anchored protein 43 [0.0318] | Gpi anchored serine-threonine rich protein [0.0170] | GPI anchored protein, [0.0147] | Gpi anchored cell wall protein [0.0124] | Twinfilin-1 [0.0108] | AAI domain-containing protein [0.0103]"
B9J08_000931,Pecanex-like protein,0.1165198946933235,Pecanex-like protein [0.1165] | SUN domain-containing protein [0.0343] | (thale cress) hypothetical protein [0.0279] | Lipase_3 domain-containing protein [0.0153] | Protein kinase domain-containing protein [0.0142] | SET domain-containing protein [0.0139] | Protein CPR-5 [0.0114] | PNPLA domain-containing protein [0.0106] | Histone-lysine N-methyltransferase ATXR7 [0.0098] | Histone-lysine N-methyltransferase ATXR7-like [0.0040]
B9J08_000940,RGS domain-containing protein,0.6766388068338786,RGS domain-containing protein [0.6766] | Hypothetical protein [0.0359] | Hypothetical_protein_-_conserved [0.0152] | Hypothetical_protein [0.0150] | Hypothetical_protein_conserved [0.0089] | Str. FM013 [0.0062] | Expressed protein [0.0045] | GED domain-containing protein [0.0025] | N-terminal Ras-GEF domain-containing protein [0.0022] | Annexin [0.0013]
B9J08_000943,SH2 domain-containing protein,0.0329217997736625,SH2 domain-containing protein [0.0329] | UDENN domain-containing protein [0.0317] | (pine wood nematode) hypothetical protein [0.0273] | FCH domain only protein 2 [0.0219] | Hypothetical protein [0.0217] | Hypothetical_protein [0.0165] | F-box only protein 7 [0.0144] | Flocculation protein FLO11-like [0.0115] | F-box only protein 5 [0.0077] | F-box domain-containing protein [0.0072]
B9J08_000986,DUF2040 domain-containing protein,0.4834745643942427,DUF2040 domain-containing protein [0.4835] | FAM192A_Fyv6_N domain-containing protein [0.0659] | Nkap_C domain-containing protein [0.0286] | Hypothetical protein [0.0235] | FAM50A [0.0148] | Nuclear speckle splicing regulatory protein 1 [0.0130] | Protein FAM50 homolog [0.0126] | Nuclear speckle splicing regulatory protein 1-like [0.0097] | Pre-mRNA-splicing factor SYF2 [0.0087] | N-terminal kinase-like-binding protein 1 [0.0081]
B9J08_001011,Zinc finger protein,0.0471324817913789,"Zinc finger protein [0.0471] | C2H2-type domain-containing protein [0.0361] | PHD-type domain-containing protein [0.0217] | BHLH domain-containing protein [0.0189] | SPS1, serine threonine protein kinase [0.0184] | DNA helicase [0.0144] | Transcription factor [0.0137] | Protein kinase domain-containing protein [0.0108] | C2H2 finger domain-containing protein [0.0096] | C2H2 finger domain protein [0.0084]"
B9J08_001028,AHD domain-containing protein,0.0276084809484171,AHD domain-containing protein [0.0276] | Rho-GAP domain-containing protein [0.0214] | Ras-GEF domain-containing protein [0.0205] | DH domain-containing protein [0.0204] | Hypothetical_protein [0.0196] | Ras-specific guanine nucleotide-releasing factor RalGPS1 [0.0106] | Ras-associating domain-containing protein [0.0099] | TBC1 domain family member 30 [0.0087] | Coiled-coil domain-containing protein 132 [0.0084] | Coiled-coil domain-containing protein [0.0063]
B9J08_001050,DBR1 domain-containing protein,0.0390635903164645,DBR1 domain-containing protein [0.0391] | PEROXIDASE_4 domain-containing protein [0.0237] | NT5C2 [0.0211] | Cytochrome b5 heme-binding domain-containing protein [0.0185] | Asparagine synthetase domain-containing protein [0.0159] | Inorganic diphosphatase [0.0154] | Sulfatase domain-containing protein [0.0134] | XPGI domain-containing protein [0.0133] | Heme peroxidase [0.0082] | Heme oxygenase 2 [0.0051]
B9J08_001052,(pine wood nematode) hypothetical protein,0.0381567636467702,(pine wood nematode) hypothetical protein [0.0382] | DUF3794 domain-containing protein [0.0332] | Vacuolar protein sorting-associated protein 13D [0.0289] | AAA domain-containing protein [0.0287] | DUF4524 domain-containing protein [0.0283] | Deleted in lung and esophageal cancer protein 1 [0.0214] | Hypothetical protein [0.0213] | ZU5 domain-containing protein [0.0170] | C2 domain-containing protein [0.0163] | Sodium channel protein Nach [0.0123]
B9J08_001053,Transmembrane protein,0.1913326320563997,"Transmembrane protein [0.1913] | FZ domain-containing protein [0.1236] | Transmembrane protein, [0.0988] | Tetraspanin family [0.0196] | Tetraspanin family protein [0.0164] | Autophagy-related protein [0.0150] | PH domain-containing protein [0.0146] | Membrane-associated protein, [0.0115] | Tetraspanin [0.0112] | Tetraspanin/Peripherin [0.0102]"
B9J08_001054,Secreted protein,0.1130634365428778,"Secreted protein [0.1131] | Similar to [0.0349] | Hydrophobic surface binding protein A-domain-containing protein [0.0273] | Cell wall mannoprotein 1 [0.0251] | Str. FM013 [0.0219] | RxLR effector protein [0.0147] | WGS project CBMI000000000 data, contig [0.0141] | Hydrophobin [0.0116] | WGS project CABT00000000 data, contig 2.2 [0.0086] | WGS project CABT00000000 data, contig 2.3 [0.0076]"
B9J08_001074,Transmembrane protein,0.0519086129505674,"Transmembrane protein [0.0519] | Hypothetical protein [0.0388] | G protein-coupled receptor [0.0316] | Transmembrane protein, [0.0237] | Transmembrane protein 220 [0.0104] | G_PROTEIN_RECEP_F2_4 domain-containing protein [0.0092] | Aa_trans domain-containing protein [0.0087] | Transmembrane protein 222 [0.0086] | E3 ubiquitin-protein ligase [0.0076] | Membrane-associated protein, [0.0073]"
B9J08_001100,Dynactin subunit 2,0.0343472287602943,Dynactin subunit 2 [0.0343] | Dynactin subunit [0.0225] | Dynactin subunit 2-like [0.0166] | VPS37 C-terminal domain-containing protein [0.0149] | Dynactin domain-containing protein [0.0144] | Meiotically up-regulated protein [0.0135] | SKA2 domain-containing protein [0.0130] | Vacuolar protein sorting-associated protein 52 homolog [0.0127] | Vacuolar protein sorting-associated protein 53 homolog [0.0081] | Meiotically up-regulated gene 137 protein [0.0081]
B9J08_001119,BRCT domain-containing protein,0.3602196144903115,BRCT domain-containing protein [0.3602] | Hypothetical protein [0.0448] | FHA domain-containing protein [0.0303] | Hypothetical_protein [0.0263] | TPR_REGION domain-containing protein [0.0124] | DNA topoisomerase 2-binding protein 1 [0.0108] | RING-type E3 ubiquitin transferase listerin [0.0099] | Synaptonemal complex protein 2 [0.0082] | HGTP_anticodon2 domain-containing protein [0.0059] | Synaptonemal complex protein 2-like [0.0059]
