Protein,Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10,ProtNLM_Top1_Generic,ProtNLM_Score_GE_0.2,ProtNLM_Score_GE_0.5,ProtNLM_Score_GE_0.8,ProtNote_Top_GO,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Top_Rank,ProtNote_Top_Specific_GO,ProtNote_Top_Specific_Description,ProtNote_Top_Specific_Probability,ProtNote_Top_Specific_Rank,ProtNote_NonObsolete_Count,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,ProtNote_All_Specific_Descriptions,Has_ProtNote_Specific_Prediction,Has_HighConf_ProtNote_Specific,ProtNLM_NonGeneric,Candidate_Priority_Score,GO2SUM_Function_Text,GO2SUM_Function_Word_Count,GO2SUM_Function_Exact_Duplicate_Count,GO2SUM_Function_Review_Reasons,GO2SUM_Function_Review_Flag,GO2SUM_Pathway_Text,GO2SUM_Pathway_Word_Count,GO2SUM_Pathway_Exact_Duplicate_Count,GO2SUM_Pathway_Review_Reasons,GO2SUM_Pathway_Review_Flag,GO2SUM_Subunit_Text,GO2SUM_Subunit_Word_Count,GO2SUM_Subunit_Exact_Duplicate_Count,GO2SUM_Subunit_Review_Reasons,GO2SUM_Subunit_Review_Flag,GO2SUM_Any_Review_Flag,GO2SUM_Number_Of_Flagged_Output_Types
B9J08_000940,B9J08_000940,B9J08_000940-t37_1,hypothetical protein,306,8,0,RGS domain-containing protein,0.6766388068338786,RGS domain-containing protein [0.6766] | Hypothetical protein [0.0359] | Hypothetical_protein_-_conserved [0.0152] | Hypothetical_protein [0.0150] | Hypothetical_protein_conserved [0.0089] | Str. FM013 [0.0062] | Expressed protein [0.0045] | GED domain-containing protein [0.0025] | N-terminal Ras-GEF domain-containing protein [0.0022] | Annexin [0.0013],False,True,True,False,GO:0009987,cellular process,0.5708,1,GO:0044424,intracellular part,0.4786,7,19,10,0,"intracellular part | microtubule organizing center | intracellular organelle | cytoplasm | protein binding | transferase activity, transferring phosphorus-containing groups | intracellular protein-containing complex | nucleus | protein kinase activity | kinase activity",True,False,True,4,"Monophosphorylates serine/threonine residues in a variety of proteins involved in different processes such as microtubule organization at centrosomes, cell cycle progression and cytokinesis.",23,1,,False,Carbohydrate degradation; glycolysis.,3,7,,False,Interacts with B'THETA and B'THETA ; the interaction is independent of B'THETA phosphorylation and activates B'THETA kinase activity.,18,1,extreme_length_outlier,True,True,1
B9J08_004379,B9J08_004379,B9J08_004379-t37_1,hypothetical protein,241,21,0,Hypothetical protein,0.56572105005162,Hypothetical protein [0.5657] | Hypothetical_protein [0.1167] | Active regulator of SIRT1 [0.0467] | Regulator of rDNA transcription 14 [0.0172] | NAM-associated domain-containing protein [0.0162] | Hypothetical conserved protein [0.0112] | Serum response factor-binding protein 1 [0.0064] | Conserved protein [0.0059] | Hypothetical [0.0045] | BLOC-1 subunit 6 [0.0017],True,True,True,False,GO:0005575,cellular_component,0.8731,1,GO:0044424,intracellular part,0.853,3,18,12,7,intracellular part | intracellular organelle | intracellular non-membrane-bounded organelle | non-membrane-bounded organelle | cytoplasm | microtubule organizing center part | cell cycle process | mitotic cell cycle process | microtubule organizing center | centriole | cell cycle | cellular metabolic process,True,True,False,4,Plays a role in microtubule organization. Required for proper anchoring of microtubules to the centrosomes. May play a role in the control of sister chromatid cohesion.,26,1,,False,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,May form homooligomers. Interacts with PTPN2. Interacts with microtubules. Interacts with gamma-tubulin.,12,1,,False,True,1
B9J08_001314,B9J08_001314,B9J08_001314-t37_1,hypothetical protein,743,20,0,SWI5-dependent HO expression protein 3,0.4910087455039137,"SWI5-dependent HO expression protein 3 [0.4910] | PH domain-containing protein [0.0231] | SWI5 (Y [0.0212] | Spindle pole body protein ppc89 [0.0151] | Milton domain-containing protein [0.0068] | SWI5 [0.0052] | WGS project CCBQ000000000 data, contig 00015 [0.0018] | Spindle pole body component BBP1 [0.0018] | Spindle pole body component SPC42 [0.0017] | WGS project CCBQ000000000 data, contig 00106 [0.0015]",False,True,False,False,GO:0005575,cellular_component,0.7938,1,GO:0044422,organelle part,0.5569,3,18,15,1,"organelle part | intracellular organelle part | protein localization | macromolecule localization | cellular protein localization | cytoskeletal part | cellular localization | cellular macromolecule localization | localization | membrane | intracellular part | chromosome, centromeric region | polymeric cytoskeletal fiber | synaptonemal structure | protein localization to organelle",True,True,True,4,"This protein is a component of the OBSOLETE complex, a complex localized at the midbody of mitotic chromosomes.",18,1,obsolete_placeholder,True,Protein modification; protein glycosylation.,4,85,,False,"Homooligomer, and heterooligomer with OGT.",5,1,,False,True,1
B9J08_004831,B9J08_004831,B9J08_004831-t37_1,hypothetical protein,323,28,0,Adherence factor,0.4847514721281613,"Adherence factor [0.4848] | HTH myb-type domain-containing protein [0.1034] | Myb-like domain-containing protein [0.0655] | Adherence factor, [0.0401] | SANT domain-containing protein [0.0373] | Myb-like DNA-binding domain-containing protein [0.0154] | Myb-like DNA-binding domain protein [0.0110] | Adherence factor protein [0.0103] | Adherence protein [0.0085] | Homeodomain-like protein [0.0081]",False,True,False,False,GO:0097159,organic cyclic compound binding,0.9305,1,GO:0097159,organic cyclic compound binding,0.9305,1,20,12,12,organic cyclic compound binding | heterocyclic compound binding | nucleic acid binding | DNA binding | intracellular part | intracellular membrane-bounded organelle | regulation of biological process | intracellular organelle | positive regulation of biological process | nucleus | positive regulation of cellular process | regulation of cellular process,True,True,True,4,"DNA- and RNA binding protein, with much higher affinity for cyclic nucleotides than for dsDNA.",15,1,,False,Amino-acid biosynthesis.,2,32,,False,Homodimer.,1,182,,False,False,0
B9J08_000986,B9J08_000986,B9J08_000986-t37_1,hypothetical protein,164,12,0,DUF2040 domain-containing protein,0.4834745643942427,DUF2040 domain-containing protein [0.4835] | FAM192A_Fyv6_N domain-containing protein [0.0659] | Nkap_C domain-containing protein [0.0286] | Hypothetical protein [0.0235] | FAM50A [0.0148] | Nuclear speckle splicing regulatory protein 1 [0.0130] | Protein FAM50 homolog [0.0126] | Nuclear speckle splicing regulatory protein 1-like [0.0097] | Pre-mRNA-splicing factor SYF2 [0.0087] | N-terminal kinase-like-binding protein 1 [0.0081],False,True,False,False,GO:0044464,cell part,0.7436,1,GO:0044424,intracellular part,0.7004,3,16,9,4,intracellular part | intracellular organelle | intracellular membrane-bounded organelle | nucleus | mitochondrion | organelle part | intracellular organelle part | cellular component organization or biogenesis | cellular component organization,True,True,True,4,May play a role in cellular division.,7,2,,False,Carbohydrate acid metabolism; OBSOLETE biosynthesis.,5,3,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_000448,B9J08_000448,B9J08_000448-t37_1,hypothetical protein,545,22,0,N-acetyltransferase domain-containing protein,0.4272966025150223,N-acetyltransferase domain-containing protein [0.4273] | EC:2.3.1.48 [0.0843] | Histone acetyltransferase [0.0771] | EC:2.3.1.97 [0.0407] | Acetyltransferase [0.0212] | Bromo domain-containing protein [0.0177] | EC:2.3.1.257 [0.0147] | GNAT family N-acetyltransferase [0.0120] | Glycylpeptide N-tetradecanoyltransferase [0.0109] | EC:2.3.1.4 [0.0085],False,True,False,False,GO:0005575,cellular_component,0.8557,1,GO:0044424,intracellular part,0.6434,6,20,13,7,intracellular part | cellular localization | macromolecule localization | protein localization | organelle part | intracellular organelle part | membrane | protein localization to membrane | localization | identical protein binding | ion binding | organelle membrane | cellular macromolecule localization,True,True,True,4,Recruits the lipid transfer protein VPS13 to lipid droplets.,9,2,,False,Amino-acid biosynthesis.,2,32,,False,Homodimer.,1,182,,False,False,0
B9J08_003698,B9J08_003698,B9J08_003698-t37_1,hypothetical protein,420,8,0,VHS domain-containing protein,0.4088275417425088,VHS domain-containing protein [0.4088] | Hypothetical protein [0.0428] | ENTH domain-containing protein [0.0410] | (thale cress) hypothetical protein [0.0270] | Calponin-homology (CH) domain-containing protein [0.0159] | (pine wood nematode) hypothetical protein [0.0099] | Hypothetical_protein [0.0074] | Cytospin-A [0.0069] | VHS domain protein [0.0043] | VHS domain-containing protein At3g16270-like [0.0026],False,True,False,False,GO:0005575,cellular_component,0.9411,1,GO:0044424,intracellular part,0.8161,4,19,14,14,intracellular part | cytoplasm | regulation of biological process | localization | regulation of cellular process | regulation of biological quality | membrane | negative regulation of nitrogen compound metabolic process | organonitrogen compound metabolic process | protein localization | negative regulation of metabolic process | primary metabolic process | negative regulation of cellular metabolic process | organic substance metabolic process,True,True,True,4,This protein is a positive regulator of nitric oxide reductase.,10,1,,False,Siderophore biosynthesis.,2,6,,False,Homotrimer.,1,54,,False,False,0
B9J08_004922,B9J08_004922,B9J08_004922-t37_1,hypothetical protein,155,23,0,MIF4G domain-containing protein,0.4078246894733213,MIF4G domain-containing protein [0.4078] | MIF4G_like_2 domain-containing protein [0.1523] | MI domain-containing protein [0.0562] | GRIP domain-containing protein [0.0218] | MIF4G domain protein [0.0155] | Actin-related protein 2/3 complex subunit 5 [0.0123] | ADDG [0.0112] | Hypothetical protein [0.0107] | Eukaryotic translation initiation factor 3 30 kDa subunit [0.0103] | CID domain-containing protein [0.0094],False,True,False,False,GO:0008150,biological_process,0.8198,1,GO:0044424,intracellular part,0.7444,3,18,12,5,intracellular part | regulation of biological process | regulation of cellular process | intracellular organelle | intracellular membrane-bounded organelle | nucleus | organelle part | regulation of cellular component organization | intracellular organelle part | organelle organization | cellular component organization or biogenesis | regulation of organelle organization,True,True,True,4,May play a role in the regulation of cell morphology and cell division.,13,1,,False,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Interacts with YIF1.,3,4,,False,True,1
B9J08_001638,B9J08_001638,B9J08_001638-t37_1,hypothetical protein,213,21,0,Complex 1 LYR protein,0.4023341912419908,"Complex 1 LYR protein [0.4023] | Complex 1 protein [0.0920] | Complex 1 protein (LYR family) protein [0.0423] | Complex 1 LYR-like protein [0.0306] | Complex 1 protein (LYR family), [0.0226] | Complex 1 protein (LYR family) [0.0200] | Hypothetical_protein [0.0168] | Complex 1 lyr protein [0.0094] | LYR motif-containing protein 5 [0.0093] | Complex 1 protein, LYR family protein [0.0081]",False,True,False,False,GO:0008150,biological_process,0.9158,1,GO:1901363,heterocyclic compound binding,0.8279,5,19,14,14,"heterocyclic compound binding | organic cyclic compound binding | DNA binding | nucleic acid binding | cellular metabolic process | sporulation resulting in formation of a cellular spore | sporulation | cell differentiation | cellular developmental process | metabolic process | cellular aromatic compound metabolic process | organic substance metabolic process | catalytic activity, acting on DNA | heterocycle metabolic process",True,True,True,4,"Involved in the metabolism of aromatic compounds. Catalyzes the oxidation of a wide range of aromatic compounds to their corresponding acyl-CoAs, with a reduction of O2 to H2O2.",28,1,,False,Pigment biosynthesis.,2,20,,False,Homotrimer.,1,54,,False,False,0
B9J08_001918,B9J08_001918,B9J08_001918-t37_1,hypothetical protein,581,7,0,RFX-type winged-helix domain-containing protein,0.4011290845835724,RFX-type winged-helix domain-containing protein [0.4011] | Fungal_trans domain-containing protein [0.1617] | Factor arrest protein 11 [0.0360] | CUE domain-containing protein [0.0100] | Xylanolytic transcriptional activator xlnR [0.0091] | Transcription factor [0.0069] | Zn(2)-C6 fungal-type domain-containing protein [0.0061] | Chromatin structure-remodeling complex protein RSC9 [0.0047] | C2H2-type domain-containing protein [0.0045] | Ubiquitin carboxyl-terminal hydrolase 34 [0.0039],False,True,False,False,GO:0008150,biological_process,0.942,1,GO:0044424,intracellular part,0.8495,4,20,12,12,intracellular part | nucleus | intracellular membrane-bounded organelle | intracellular organelle | regulation of biological process | regulation of cellular process | intrinsic component of membrane | integral component of membrane | heterocyclic compound binding | organic cyclic compound binding | DNA binding | nucleic acid binding,True,True,True,4,This protein is thought to be a cyclic nucleotide-binding protein which interacts with the rhizosphere.,15,1,,False,Amino-acid biosynthesis.,2,32,,False,Interacts with BAK1.,3,1,,False,False,0
B9J08_002735,B9J08_002735,B9J08_002735-t37_1,hypothetical protein,797,7,0,Cutinase,0.3971433737472045,"Cutinase [0.3971] | Chitinase [0.0337] | Pectin lyase F [0.0233] | EC:3.1.1.74 [0.0213] | Related to MUC1 Extracellular alpha-1,4-glucan glucosidase [0.0202] | EC:3.1.1.- [0.0200] | EC:3.1.1.11 [0.0167] | MUC1-Extracellular alpha-1,4-glucan glucosidase [0.0162] | EC:3.1.3.16 [0.0139] | MUC1 Extracellular alpha-1,4-glucan glucosidase [0.0132]",False,True,False,False,GO:0005575,cellular_component,0.9922,1,GO:0016020,membrane,0.8666,4,19,13,13,membrane | intrinsic component of membrane | external encapsulating structure | cell wall | anchored component of membrane | extracellular region | developmental process | fungal-type cell wall | cell wall organization or biogenesis | fungal-type cell wall organization or biogenesis | anatomical structure development | plasma membrane | biological adhesion,True,True,True,4,Cell surface proteoglycan that bears heparan sulfate and that links the hyphal cell wall to the cytoskeleton.,17,2,,False,Glycolipid biosynthesis; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,Interacts with ABCG2.,3,1,,False,True,1
B9J08_001486,B9J08_001486,B9J08_001486-t37_1,hypothetical protein,427,471,0,RWD domain-containing protein,0.384642320065257,RWD domain-containing protein [0.3846] | CHY-type domain-containing protein [0.2173] | CHY zinc finger domain-containing protein [0.0823] | CHY zinc finger domain containing protein [0.0242] | CHY zinc finger domain protein [0.0237] | RWD domain-containing protein 2B [0.0114] | MSP domain-containing protein [0.0095] | DUF3794 domain-containing protein [0.0058] | CHY zinc finger protein [0.0054] | RWD domain-containing protein 1 [0.0052],False,True,False,False,GO:0005575,cellular_component,0.8903,1,GO:0044424,intracellular part,0.8472,3,18,13,6,intracellular part | chromosomal part | SWI/SNF superfamily-type complex | intracellular protein-containing complex | intracellular organelle | ATPase complex | microtubule cytoskeleton organization | INO80-type complex | cellular component organization or biogenesis | cellular component organization | microtubule-based process | non-membrane-bounded organelle | primary metabolic process,True,True,True,4,"Component of the swi2-SWR1 complex, which catalyzes the conversion of phosphatidylinositol 3-phosphate to phosphatidylinositol 4-phosphate",15,1,,False,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,"Component of the SWR1 complex composed of at least ACT1, ARP4, RVS1, RVS2, TAF14, NHP10, YAF9, VPS41 and VPS52.",19,1,extreme_length_outlier,True,True,2
